County,State,Value,Category Range
Titus,TX,540.9,473.9 - 541.2 (647)
Pearl River,MS,541,473.9 - 541.2 (647)
Mahoning,OH,541,473.9 - 541.2 (647)
Zavala,TX,541.2,473.9 - 541.2 (647)
Van Zandt,TX,541.2,473.9 - 541.2 (647)
Pickett,TN,541.2,473.9 - 541.2 (647)
White,TN,541.2,473.9 - 541.2 (647)
Lucas,OH,541.7,541.3 - 1028.0 (641)
Greene,PA,541.9,541.3 - 1028.0 (641)
Monroe,MS,542.2,541.3 - 1028.0 (641)
Boone,WV,542.3,541.3 - 1028.0 (641)
Menifee,KY,542.4,541.3 - 1028.0 (641)
Livingston,KY,542.5,541.3 - 1028.0 (641)
Randolph,GA,542.7,541.3 - 1028.0 (641)
Sevier,AR,542.8,541.3 - 1028.0 (641)
Sullivan,MO,542.8,541.3 - 1028.0 (641)
Noble,OK,542.8,541.3 - 1028.0 (641)
Montgomery,AR,543.2,541.3 - 1028.0 (641)
Christian,KY,543.3,541.3 - 1028.0 (641)
Camp,TX,543.4,541.3 - 1028.0 (641)
Wheeler,TX,543.5,541.3 - 1028.0 (641)
Russell,VA,543.5,541.3 - 1028.0 (641)
Mitchell,GA,543.5,541.3 - 1028.0 (641)
Donley,TX,543.7,541.3 - 1028.0 (641)
Cherokee,AL,544,541.3 - 1028.0 (641)
Van Buren,TN,544.2,541.3 - 1028.0 (641)
Winkler,TX,544.4,541.3 - 1028.0 (641)
Stephens,TX,544.5,541.3 - 1028.0 (641)
Smith,TX,544.6,541.3 - 1028.0 (641)
Upshur,TX,544.7,541.3 - 1028.0 (641)
Allen,KY,544.8,541.3 - 1028.0 (641)
Wayne,KY,545.2,541.3 - 1028.0 (641)
Dorchester,MD,545.5,541.3 - 1028.0 (641)
Pike,AL,545.7,541.3 - 1028.0 (641)
Calhoun,GA,545.8,541.3 - 1028.0 (641)
Beckham,OK,545.9,541.3 - 1028.0 (641)
Roanoke City,VA,546.1,541.3 - 1028.0 (641)
Cheatham,TN,546.4,541.3 - 1028.0 (641)
Northwest Arctic,AK,546.4,541.3 - 1028.0 (641)
Gregg,TX,546.5,541.3 - 1028.0 (641)
Howard,IA,546.8,541.3 - 1028.0 (641)
Quitman,GA,546.9,541.3 - 1028.0 (641)
Grady,OK,546.9,541.3 - 1028.0 (641)
Lea,NM,547.1,541.3 - 1028.0 (641)
Leake,MS,547.1,541.3 - 1028.0 (641)
Baker,GA,547.2,541.3 - 1028.0 (641)
Adams,OH,547.3,541.3 - 1028.0 (641)
Oregon,MO,547.5,541.3 - 1028.0 (641)
Lamar,AL,547.5,541.3 - 1028.0 (641)
Clare,MI,547.8,541.3 - 1028.0 (641)
Houston,TX,547.8,541.3 - 1028.0 (641)
Johnson,AR,547.9,541.3 - 1028.0 (641)
Greene,TN,548.1,541.3 - 1028.0 (641)
Lunenburg,VA,548.2,541.3 - 1028.0 (641)
Raleigh,WV,548.3,541.3 - 1028.0 (641)
Logan,AR,548.7,541.3 - 1028.0 (641)
Trimble,KY,548.7,541.3 - 1028.0 (641)
Lafayette,MS,548.7,541.3 - 1028.0 (641)
Clay,MS,548.7,541.3 - 1028.0 (641)
St. Clair,AL,548.9,541.3 - 1028.0 (641)
Jefferson,IN,549,541.3 - 1028.0 (641)
Webster,KY,549.2,541.3 - 1028.0 (641)
Miami,IN,549.7,541.3 - 1028.0 (641)
Blount,AL,550.6,541.3 - 1028.0 (641)
Martin,NC,550.7,541.3 - 1028.0 (641)
Logan,OH,550.9,541.3 - 1028.0 (641)
Lincoln,OK,550.9,541.3 - 1028.0 (641)
Carroll,AR,550.9,541.3 - 1028.0 (641)
Lowndes,GA,551.4,541.3 - 1028.0 (641)
Lamar,GA,551.5,541.3 - 1028.0 (641)
Hemphill,TX,551.7,541.3 - 1028.0 (641)
Gordon,GA,552,541.3 - 1028.0 (641)
Pierce,GA,552.3,541.3 - 1028.0 (641)
Robertson,TN,552.3,541.3 - 1028.0 (641)
Robertson,TX,552.6,541.3 - 1028.0 (641)
Robeson,NC,552.6,541.3 - 1028.0 (641)
Jasper,MO,552.6,541.3 - 1028.0 (641)
McClain,OK,552.7,541.3 - 1028.0 (641)
Chautauqua,KS,553.1,541.3 - 1028.0 (641)
Crockett,TX,553.1,541.3 - 1028.0 (641)
Meigs,OH,553.2,541.3 - 1028.0 (641)
Douglas,MO,553.3,541.3 - 1028.0 (641)
Clinton,KY,553.3,541.3 - 1028.0 (641)
Carter,MO,553.4,541.3 - 1028.0 (641)
Richmond,GA,553.5,541.3 - 1028.0 (641)
Mitchell,TX,553.5,541.3 - 1028.0 (641)
Alpena,MI,553.6,541.3 - 1028.0 (641)
Jackson,LA,553.6,541.3 - 1028.0 (641)
Franklin,TX,553.7,541.3 - 1028.0 (641)
Boyd,NE,554.1,541.3 - 1028.0 (641)
Cook,GA,554.3,541.3 - 1028.0 (641)
Portsmouth,VA,554.7,541.3 - 1028.0 (641)
St. Louis City,MO,555,541.3 - 1028.0 (641)
Woodward,OK,555.1,541.3 - 1028.0 (641)
Muhlenberg,KY,555.1,541.3 - 1028.0 (641)
Clark,OH,555.4,541.3 - 1028.0 (641)
Laurel,KY,555.7,541.3 - 1028.0 (641)
Greene,AR,555.8,541.3 - 1028.0 (641)
Carroll,MO,555.9,541.3 - 1028.0 (641)
Roscommon,MI,556.3,541.3 - 1028.0 (641)
Barry,MO,556.5,541.3 - 1028.0 (641)
Washington,AL,556.5,541.3 - 1028.0 (641)
Hopewell,VA,556.5,541.3 - 1028.0 (641)
Giles,TN,556.5,541.3 - 1028.0 (641)
Collingsworth,TX,556.6,541.3 - 1028.0 (641)
Dickenson,VA,556.6,541.3 - 1028.0 (641)
Accomack,VA,556.8,541.3 - 1028.0 (641)
Kaufman,TX,557.3,541.3 - 1028.0 (641)
Scott,AR,557.5,541.3 - 1028.0 (641)
Benton,MS,557.5,541.3 - 1028.0 (641)
Wise,VA,557.6,541.3 - 1028.0 (641)
Bracken,KY,558.1,541.3 - 1028.0 (641)
Meigs,TN,558.2,541.3 - 1028.0 (641)
Franklin,TN,558.3,541.3 - 1028.0 (641)
Union,KY,558.3,541.3 - 1028.0 (641)
Chenango,NY,558.3,541.3 - 1028.0 (641)
Lawrence,TN,558.5,541.3 - 1028.0 (641)
Fayette,PA,558.5,541.3 - 1028.0 (641)
Geary,KS,558.7,541.3 - 1028.0 (641)
Norton,VA,558.8,541.3 - 1028.0 (641)
Hickman,KY,559,541.3 - 1028.0 (641)
Harrison,WV,559.1,541.3 - 1028.0 (641)
Stewart,GA,559.3,541.3 - 1028.0 (641)
Ballard,KY,559.6,541.3 - 1028.0 (641)
Todd,KY,560.2,541.3 - 1028.0 (641)
Newton,MO,560.4,541.3 - 1028.0 (641)
Lewis,MO,560.6,541.3 - 1028.0 (641)
Hunt,TX,560.6,541.3 - 1028.0 (641)
Hancock,TN,560.7,541.3 - 1028.0 (641)
Berrien,MI,560.9,541.3 - 1028.0 (641)
Hampton,SC,561,541.3 - 1028.0 (641)
Marion,MS,561.7,541.3 - 1028.0 (641)
Dade,GA,561.7,541.3 - 1028.0 (641)
Alexander,IL,562.1,541.3 - 1028.0 (641)
Stephens,GA,562.2,541.3 - 1028.0 (641)
Randolph,MO,562.2,541.3 - 1028.0 (641)
Henry,AL,562.4,541.3 - 1028.0 (641)
Bradley,TN,562.5,541.3 - 1028.0 (641)
Gray,TX,562.5,541.3 - 1028.0 (641)
Citrus,FL,563,541.3 - 1028.0 (641)
Warren,GA,563.2,541.3 - 1028.0 (641)
Heard,GA,563.4,541.3 - 1028.0 (641)
Jenkins,GA,563.5,541.3 - 1028.0 (641)
Pickens,AL,563.5,541.3 - 1028.0 (641)
Chaves,NM,563.5,541.3 - 1028.0 (641)
Garland,AR,563.8,541.3 - 1028.0 (641)
Burke,GA,563.8,541.3 - 1028.0 (641)
Chester,TN,563.8,541.3 - 1028.0 (641)
Macon,TN,564,541.3 - 1028.0 (641)
Pasquotank,NC,564.6,541.3 - 1028.0 (641)
Kay,OK,564.9,541.3 - 1028.0 (641)
Holmes,FL,564.9,541.3 - 1028.0 (641)
Bay,MI,565,541.3 - 1028.0 (641)
Buchanan,VA,565.1,541.3 - 1028.0 (641)
Franklin,MS,565.2,541.3 - 1028.0 (641)
Sharp,AR,565.2,541.3 - 1028.0 (641)
Montague,TX,565.5,541.3 - 1028.0 (641)
St. Francois,MO,565.6,541.3 - 1028.0 (641)
Tuscaloosa,AL,565.8,541.3 - 1028.0 (641)
Labette,KS,565.8,541.3 - 1028.0 (641)
Tipton,TN,565.9,541.3 - 1028.0 (641)
Dallas,AR,566.1,541.3 - 1028.0 (641)
Colbert,AL,566.2,541.3 - 1028.0 (641)
Ohio,KY,566.2,541.3 - 1028.0 (641)
Marion,IL,566.2,541.3 - 1028.0 (641)
Calhoun,MS,566.3,541.3 - 1028.0 (641)
Genesee,MI,566.4,541.3 - 1028.0 (641)
Clay,GA,566.5,541.3 - 1028.0 (641)
Clark,AR,566.7,541.3 - 1028.0 (641)
Oscoda,MI,566.7,541.3 - 1028.0 (641)
Chester,SC,566.7,541.3 - 1028.0 (641)
Sebastian,AR,566.9,541.3 - 1028.0 (641)
Randolph,AR,567.2,541.3 - 1028.0 (641)
Tift,GA,567.5,541.3 - 1028.0 (641)
Boyd,KY,567.5,541.3 - 1028.0 (641)
Berrien,GA,568,541.3 - 1028.0 (641)
Miller,AR,568.1,541.3 - 1028.0 (641)
Gallatin,IL,568.1,541.3 - 1028.0 (641)
Vigo,IN,568.2,541.3 - 1028.0 (641)
Choctaw,MS,568.2,541.3 - 1028.0 (641)
Metcalfe,KY,568.4,541.3 - 1028.0 (641)
Green,KY,569,541.3 - 1028.0 (641)
Lawrence,AR,569,541.3 - 1028.0 (641)
Craighead,AR,569,541.3 - 1028.0 (641)
Stoddard,MO,569.1,541.3 - 1028.0 (641)
Sterling,TX,569.6,541.3 - 1028.0 (641)
Hardin,TX,569.7,541.3 - 1028.0 (641)
Bollinger,MO,569.7,541.3 - 1028.0 (641)
Rogers,OK,570,541.3 - 1028.0 (641)
Carroll,KY,570.2,541.3 - 1028.0 (641)
Issaquena,MS,570.4,541.3 - 1028.0 (641)
Russell,KY,570.5,541.3 - 1028.0 (641)
Hancock,WV,570.9,541.3 - 1028.0 (641)
Henderson,TN,571.2,541.3 - 1028.0 (641)
Moore,TN,571.4,541.3 - 1028.0 (641)
Pike,KY,571.8,541.3 - 1028.0 (641)
Coosa,AL,571.9,541.3 - 1028.0 (641)
Fleming,KY,572.2,541.3 - 1028.0 (641)
Massac,IL,572.2,541.3 - 1028.0 (641)
Tallapoosa,AL,572.3,541.3 - 1028.0 (641)
Clarke,AL,572.5,541.3 - 1028.0 (641)
Grant,LA,572.5,541.3 - 1028.0 (641)
Rhea,TN,572.7,541.3 - 1028.0 (641)
Mobile,AL,572.8,541.3 - 1028.0 (641)
Knox,KY,572.9,541.3 - 1028.0 (641)
Conway,AR,573.1,541.3 - 1028.0 (641)
Montgomery,KY,573.2,541.3 - 1028.0 (641)
Hinds,MS,573.6,541.3 - 1028.0 (641)
Hopkins,TX,573.6,541.3 - 1028.0 (641)
Creek,OK,573.7,541.3 - 1028.0 (641)
Yell,AR,573.9,541.3 - 1028.0 (641)
Franklin,AR,574,541.3 - 1028.0 (641)
Rains,TX,574,541.3 - 1028.0 (641)
Lipscomb,TX,574.1,541.3 - 1028.0 (641)
Schuylkill,PA,574.4,541.3 - 1028.0 (641)
Madison,MO,574.9,541.3 - 1028.0 (641)
Anson,NC,575.1,541.3 - 1028.0 (641)
Arenac,MI,575.4,541.3 - 1028.0 (641)
Preble,OH,575.6,541.3 - 1028.0 (641)
Marion,AR,575.6,541.3 - 1028.0 (641)
Nye,NV,575.7,541.3 - 1028.0 (641)
Chattahoochee,GA,576.1,541.3 - 1028.0 (641)
Clay,IN,576.1,541.3 - 1028.0 (641)
Wyoming,WV,576.3,541.3 - 1028.0 (641)
Washington,LA,576.4,541.3 - 1028.0 (641)
Polk,AR,576.6,541.3 - 1028.0 (641)
Lewis,WV,576.6,541.3 - 1028.0 (641)
Letcher,KY,577,541.3 - 1028.0 (641)
Houston,AL,577.1,541.3 - 1028.0 (641)
Tulsa,OK,577.3,541.3 - 1028.0 (641)
Forrest,MS,577.6,541.3 - 1028.0 (641)
Jones,MS,577.7,541.3 - 1028.0 (641)
Tangipahoa,LA,577.9,541.3 - 1028.0 (641)
Simpson,KY,578,541.3 - 1028.0 (641)
Ellis,OK,578.2,541.3 - 1028.0 (641)
Dale,AL,578.5,541.3 - 1028.0 (641)
Ashley,AR,578.5,541.3 - 1028.0 (641)
Laurens,GA,578.8,541.3 - 1028.0 (641)
Simpson,MS,578.9,541.3 - 1028.0 (641)
St. Martin,LA,579.2,541.3 - 1028.0 (641)
Clark,KY,579.2,541.3 - 1028.0 (641)
McDowell,WV,579.2,541.3 - 1028.0 (641)
Wayne,TN,579.2,541.3 - 1028.0 (641)
Clay,TN,579.3,541.3 - 1028.0 (641)
Winston,AL,579.4,541.3 - 1028.0 (641)
Fayette,IN,579.5,541.3 - 1028.0 (641)
St. John the Baptist,LA,579.5,541.3 - 1028.0 (641)
Monroe,AL,579.6,541.3 - 1028.0 (641)
Troup,GA,580.3,541.3 - 1028.0 (641)
Grant,KY,580.3,541.3 - 1028.0 (641)
Ripley,MO,580.7,541.3 - 1028.0 (641)
Vermillion,IN,580.8,541.3 - 1028.0 (641)
Polk,TN,580.9,541.3 - 1028.0 (641)
Nowata,OK,581,541.3 - 1028.0 (641)
Hopkins,KY,581.1,541.3 - 1028.0 (641)
Mason,KY,581.5,541.3 - 1028.0 (641)
Montgomery,GA,581.5,541.3 - 1028.0 (641)
Acadia,LA,581.7,541.3 - 1028.0 (641)
Natchitoches,LA,582,541.3 - 1028.0 (641)
Claiborne,LA,582.2,541.3 - 1028.0 (641)
Newton,AR,582.2,541.3 - 1028.0 (641)
McMinn,TN,582.2,541.3 - 1028.0 (641)
Talbot,GA,582.7,541.3 - 1028.0 (641)
Decatur,GA,582.8,541.3 - 1028.0 (641)
Kiowa,OK,582.8,541.3 - 1028.0 (641)
Sabine,TX,583,541.3 - 1028.0 (641)
Caldwell,KY,583.2,541.3 - 1028.0 (641)
Bamberg,SC,583.4,541.3 - 1028.0 (641)
Garvin,OK,583.5,541.3 - 1028.0 (641)
Cherokee,SC,583.8,541.3 - 1028.0 (641)
Atkinson,GA,583.9,541.3 - 1028.0 (641)
Sumter,GA,584.2,541.3 - 1028.0 (641)
Mariana Islands,MP,584.2,541.3 - 1028.0 (641)
Bath,KY,584.3,541.3 - 1028.0 (641)
Baltimore City,MD,584.5,541.3 - 1028.0 (641)
Cherokee,OK,584.6,541.3 - 1028.0 (641)
Seminole,GA,584.6,541.3 - 1028.0 (641)
Roosevelt,MT,584.8,541.3 - 1028.0 (641)
Dewey,OK,584.9,541.3 - 1028.0 (641)
Linn,MO,585.2,541.3 - 1028.0 (641)
Ware,GA,585.2,541.3 - 1028.0 (641)
Union,AR,585.3,541.3 - 1028.0 (641)
Iosco,MI,585.9,541.3 - 1028.0 (641)
Lenoir,NC,586.2,541.3 - 1028.0 (641)
Early,GA,586.2,541.3 - 1028.0 (641)
Geneva,AL,586.3,541.3 - 1028.0 (641)
Jefferson,TX,586.5,541.3 - 1028.0 (641)
Obion,TN,586.8,541.3 - 1028.0 (641)
Kemper,MS,586.8,541.3 - 1028.0 (641)
Noxubee,MS,586.9,541.3 - 1028.0 (641)
Beaver,OK,586.9,541.3 - 1028.0 (641)
Carter,OK,587.2,541.3 - 1028.0 (641)
Alcona,MI,587.2,541.3 - 1028.0 (641)
Roberts,TX,587.4,541.3 - 1028.0 (641)
Morgan,MO,587.6,541.3 - 1028.0 (641)
Jackson,AR,587.6,541.3 - 1028.0 (641)
Lawrence,KY,587.7,541.3 - 1028.0 (641)
Delta,TX,587.9,541.3 - 1028.0 (641)
Barbour,AL,588.3,541.3 - 1028.0 (641)
Cleveland,AR,588.3,541.3 - 1028.0 (641)
Murray,OK,588.4,541.3 - 1028.0 (641)
Bullock,AL,588.6,541.3 - 1028.0 (641)
Morgan,AL,589,541.3 - 1028.0 (641)
Wilkes,GA,589.1,541.3 - 1028.0 (641)
Jefferson Davis,MS,589.3,541.3 - 1028.0 (641)
Jack,TX,589.3,541.3 - 1028.0 (641)
Kleberg,TX,589.5,541.3 - 1028.0 (641)
Warren,TN,589.8,541.3 - 1028.0 (641)
Newton,MS,590,541.3 - 1028.0 (641)
Cherokee,TX,590.6,541.3 - 1028.0 (641)
Ouachita,AR,590.8,541.3 - 1028.0 (641)
Pawnee,OK,591.1,541.3 - 1028.0 (641)
Florence,SC,591.1,541.3 - 1028.0 (641)
Escambia,AL,591.5,541.3 - 1028.0 (641)
Marshall,TN,592.3,541.3 - 1028.0 (641)
Irwin,GA,592.4,541.3 - 1028.0 (641)
Glascock,GA,592.8,541.3 - 1028.0 (641)
Lewis,KY,592.8,541.3 - 1028.0 (641)
Henry,MO,592.9,541.3 - 1028.0 (641)
Hardin,IL,593.3,541.3 - 1028.0 (641)
Coffee,AL,593.4,541.3 - 1028.0 (641)
Marion,WV,593.5,541.3 - 1028.0 (641)
Angelina,TX,593.7,541.3 - 1028.0 (641)
Logan,WV,593.8,541.3 - 1028.0 (641)
Cross,AR,594.3,541.3 - 1028.0 (641)
Union,MS,594.3,541.3 - 1028.0 (641)
Washington,OK,594.3,541.3 - 1028.0 (641)
Mayes,OK,594.3,541.3 - 1028.0 (641)
Custer,OK,594.3,541.3 - 1028.0 (641)
Stephens,OK,594.5,541.3 - 1028.0 (641)
Palo Pinto,TX,594.5,541.3 - 1028.0 (641)
Lee,AR,594.6,541.3 - 1028.0 (641)
Stone,MS,594.8,541.3 - 1028.0 (641)
Wayne,IN,594.9,541.3 - 1028.0 (641)
Lamar,TX,595.3,541.3 - 1028.0 (641)
Tate,MS,595.4,541.3 - 1028.0 (641)
Ogemaw,MI,595.4,541.3 - 1028.0 (641)
Terry,TX,595.7,541.3 - 1028.0 (641)
Mercer,OH,595.8,541.3 - 1028.0 (641)
Scott,KY,595.9,541.3 - 1028.0 (641)
Scott,MS,596.1,541.3 - 1028.0 (641)
Harrison,KY,596.7,541.3 - 1028.0 (641)
Jefferson,OH,597,541.3 - 1028.0 (641)
Morris,TX,597,541.3 - 1028.0 (641)
Chesterfield,SC,597,541.3 - 1028.0 (641)
Tyler,TX,597.2,541.3 - 1028.0 (641)
Pointe Coupee,LA,597.3,541.3 - 1028.0 (641)
Lafayette,AR,597.8,541.3 - 1028.0 (641)
Elmore,AL,597.8,541.3 - 1028.0 (641)
Adair,KY,598.1,541.3 - 1028.0 (641)
Montgomery,MO,598.3,541.3 - 1028.0 (641)
Washita,OK,598.5,541.3 - 1028.0 (641)
Rock,NE,598.9,541.3 - 1028.0 (641)
Cherokee,KS,599.1,541.3 - 1028.0 (641)
Union,SC,599.1,541.3 - 1028.0 (641)
Wicomico,MD,599.2,541.3 - 1028.0 (641)
Evangeline,LA,599.4,541.3 - 1028.0 (641)
Tattnall,GA,599.4,541.3 - 1028.0 (641)
Itawamba,MS,599.5,541.3 - 1028.0 (641)
DeKalb,TN,599.5,541.3 - 1028.0 (641)
Jasper,TX,599.6,541.3 - 1028.0 (641)
Pontotoc,OK,600.3,541.3 - 1028.0 (641)
Crenshaw,AL,600.3,541.3 - 1028.0 (641)
Allen,LA,600.6,541.3 - 1028.0 (641)
Sumter,AL,600.9,541.3 - 1028.0 (641)
Twiggs,GA,601.6,541.3 - 1028.0 (641)
Caddo,OK,601.7,541.3 - 1028.0 (641)
Clay,AR,601.8,541.3 - 1028.0 (641)
Floyd,GA,602.3,541.3 - 1028.0 (641)
Jim Wells,TX,602.5,541.3 - 1028.0 (641)
Jefferson,GA,603.1,541.3 - 1028.0 (641)
Marion,TN,603.5,541.3 - 1028.0 (641)
Lawrence,AL,603.7,541.3 - 1028.0 (641)
Pike,AR,604,541.3 - 1028.0 (641)
Treutlen,GA,604.1,541.3 - 1028.0 (641)
Edgecombe,NC,604.2,541.3 - 1028.0 (641)
Webster,LA,604.2,541.3 - 1028.0 (641)
Coffee,GA,604.3,541.3 - 1028.0 (641)
Montgomery,MS,605.1,541.3 - 1028.0 (641)
Columbia,AR,605.4,541.3 - 1028.0 (641)
Nicholas,KY,605.5,541.3 - 1028.0 (641)
Kingman,KS,605.7,541.3 - 1028.0 (641)
Prentiss,MS,605.8,541.3 - 1028.0 (641)
DeKalb,AL,606.7,541.3 - 1028.0 (641)
McCreary,KY,606.8,541.3 - 1028.0 (641)
Cass,TX,606.8,541.3 - 1028.0 (641)
Calhoun,AR,607.8,541.3 - 1028.0 (641)
Potter,TX,608,541.3 - 1028.0 (641)
Marshall,AL,608.7,541.3 - 1028.0 (641)
Nome,AK,609.2,541.3 - 1028.0 (641)
Taylor,GA,609.2,541.3 - 1028.0 (641)
Red River,TX,610.5,541.3 - 1028.0 (641)
Bedford,TN,610.7,541.3 - 1028.0 (641)
Wayne,MI,610.7,541.3 - 1028.0 (641)
Franklin,AL,611.2,541.3 - 1028.0 (641)
Boone,AR,612.5,541.3 - 1028.0 (641)
Appling,GA,612.5,541.3 - 1028.0 (641)
Young,TX,612.5,541.3 - 1028.0 (641)
Franklin,GA,612.6,541.3 - 1028.0 (641)
Little River,AR,612.7,541.3 - 1028.0 (641)
White,AR,612.8,541.3 - 1028.0 (641)
Jasper,MS,612.9,541.3 - 1028.0 (641)
Cooper,MO,613.6,541.3 - 1028.0 (641)
Wayne,MS,614,541.3 - 1028.0 (641)
New Madrid,MO,614.1,541.3 - 1028.0 (641)
Robertson,KY,614.4,541.3 - 1028.0 (641)
Henderson,TX,614.6,541.3 - 1028.0 (641)
Lowndes,AL,615.3,541.3 - 1028.0 (641)
Harrison,MS,615.5,541.3 - 1028.0 (641)
Bibb,AL,615.6,541.3 - 1028.0 (641)
Johnson,KY,616.3,541.3 - 1028.0 (641)
Dillon,SC,616.6,541.3 - 1028.0 (641)
Gallatin,KY,617.3,541.3 - 1028.0 (641)
Dickson,TN,617.8,541.3 - 1028.0 (641)
Nevada,AR,618.4,541.3 - 1028.0 (641)
Crawford,GA,618.8,541.3 - 1028.0 (641)
Jackson,OH,619,541.3 - 1028.0 (641)
Sharkey,MS,619.6,541.3 - 1028.0 (641)
Chicot,AR,619.7,541.3 - 1028.0 (641)
Fulton,KY,620.4,541.3 - 1028.0 (641)
Winston,MS,620.5,541.3 - 1028.0 (641)
Hardeman,TN,621.4,541.3 - 1028.0 (641)
Cumberland,KY,622.1,541.3 - 1028.0 (641)
Conecuh,AL,622.4,541.3 - 1028.0 (641)
Columbus,NC,622.4,541.3 - 1028.0 (641)
Allendale,SC,622.6,541.3 - 1028.0 (641)
Chickasaw,MS,622.8,541.3 - 1028.0 (641)
Concordia,LA,623.9,541.3 - 1028.0 (641)
Scioto,OH,624,541.3 - 1028.0 (641)
Greene,AL,624.1,541.3 - 1028.0 (641)
Bristol,VA,624.3,541.3 - 1028.0 (641)
Ben Hill,GA,624.5,541.3 - 1028.0 (641)
Toombs,GA,624.8,541.3 - 1028.0 (641)
Miller,GA,626,541.3 - 1028.0 (641)
Bowie,TX,626.8,541.3 - 1028.0 (641)
Peach,GA,627,541.3 - 1028.0 (641)
Trinity,TX,627.1,541.3 - 1028.0 (641)
Coahoma,MS,628,541.3 - 1028.0 (641)
Fayette,OH,628.7,541.3 - 1028.0 (641)
Fannin,TX,629,541.3 - 1028.0 (641)
Houston,TN,629.3,541.3 - 1028.0 (641)
Washington,MS,629.3,541.3 - 1028.0 (641)
Mingo,WV,629.4,541.3 - 1028.0 (641)
Gallia,OH,629.8,541.3 - 1028.0 (641)
Danville,VA,630.3,541.3 - 1028.0 (641)
Meriwether,GA,630.5,541.3 - 1028.0 (641)
Independence,AR,631.3,541.3 - 1028.0 (641)
Amite,MS,631.3,541.3 - 1028.0 (641)
Haralson,GA,632.2,541.3 - 1028.0 (641)
Hale,AL,632.6,541.3 - 1028.0 (641)
Estill,KY,632.7,541.3 - 1028.0 (641)
Copiah,MS,632.7,541.3 - 1028.0 (641)
Decatur,TN,632.7,541.3 - 1028.0 (641)
Montgomery,KS,633.4,541.3 - 1028.0 (641)
Iberia,LA,633.5,541.3 - 1028.0 (641)
Butler,AL,634.2,541.3 - 1028.0 (641)
Perry,AL,635.4,541.3 - 1028.0 (641)
Muscogee,GA,635.7,541.3 - 1028.0 (641)
Lincoln,AR,636.5,541.3 - 1028.0 (641)
Clay,AL,636.6,541.3 - 1028.0 (641)
Taney,MO,636.7,541.3 - 1028.0 (641)
Richmond,NC,636.9,541.3 - 1028.0 (641)
Baldwin,GA,637.3,541.3 - 1028.0 (641)
Tippah,MS,637.7,541.3 - 1028.0 (641)
Cameron,LA,638.3,541.3 - 1028.0 (641)
Liberty,TX,639.3,541.3 - 1028.0 (641)
Mississippi,MO,639.7,541.3 - 1028.0 (641)
Benton,TN,639.8,541.3 - 1028.0 (641)
Lauderdale,MS,640.2,541.3 - 1028.0 (641)
Adair,OK,640.4,541.3 - 1028.0 (641)
Grundy,TN,640.8,541.3 - 1028.0 (641)
Covington,AL,640.9,541.3 - 1028.0 (641)
Washington,FL,641.2,541.3 - 1028.0 (641)
Woodruff,AR,641.4,541.3 - 1028.0 (641)
Lincoln,TN,641.4,541.3 - 1028.0 (641)
Colleton,SC,642.4,541.3 - 1028.0 (641)
Crittenden,KY,642.5,541.3 - 1028.0 (641)
St. Francis,AR,643,541.3 - 1028.0 (641)
Jefferson,AR,643.4,541.3 - 1028.0 (641)
Polk,GA,643.6,541.3 - 1028.0 (641)
Walthall,MS,644.1,541.3 - 1028.0 (641)
Claiborne,TN,644.3,541.3 - 1028.0 (641)
Lincoln,MS,644.6,541.3 - 1028.0 (641)
Jefferson,OK,644.6,541.3 - 1028.0 (641)
Humphreys,TN,645.1,541.3 - 1028.0 (641)
Chilton,AL,646.1,541.3 - 1028.0 (641)
Campbell,TN,646.3,541.3 - 1028.0 (641)
Emporia,VA,646.8,541.3 - 1028.0 (641)
Vermilion,LA,647.8,541.3 - 1028.0 (641)
Somerset,MD,648.1,541.3 - 1028.0 (641)
Sioux,ND,649.5,541.3 - 1028.0 (641)
Tallahatchie,MS,649.7,541.3 - 1028.0 (641)
Knott,KY,649.8,541.3 - 1028.0 (641)
Greensville,VA,650,541.3 - 1028.0 (641)
Winn,LA,650.8,541.3 - 1028.0 (641)
Coffee,TN,651.5,541.3 - 1028.0 (641)
Chattooga,GA,651.7,541.3 - 1028.0 (641)
Sequoyah,OK,652.4,541.3 - 1028.0 (641)
East Carroll,LA,652.8,541.3 - 1028.0 (641)
Haywood,TN,652.8,541.3 - 1028.0 (641)
Vernon,LA,652.9,541.3 - 1028.0 (641)
Floyd,KY,652.9,541.3 - 1028.0 (641)
Arkansas,AR,653.3,541.3 - 1028.0 (641)
Perry,TN,653.4,541.3 - 1028.0 (641)
Cullman,AL,653.8,541.3 - 1028.0 (641)
Bradley,AR,654.1,541.3 - 1028.0 (641)
Hutchinson,TX,656.7,541.3 - 1028.0 (641)
Etowah,AL,656.8,541.3 - 1028.0 (641)
East Feliciana,LA,658.5,541.3 - 1028.0 (641)
Brunswick,VA,658.5,541.3 - 1028.0 (641)
Bibb,GA,658.7,541.3 - 1028.0 (641)
Le Flore,OK,659,541.3 - 1028.0 (641)
Warren,MS,659.3,541.3 - 1028.0 (641)
Talladega,AL,659.3,541.3 - 1028.0 (641)
McCurtain,OK,659.8,541.3 - 1028.0 (641)
Mountrail,ND,659.9,541.3 - 1028.0 (641)
Greene,MS,660.1,541.3 - 1028.0 (641)
Texas,OK,660.3,541.3 - 1028.0 (641)
Macon,GA,661.7,541.3 - 1028.0 (641)
Choctaw,OK,661.9,541.3 - 1028.0 (641)
